transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount,payment_mode
1167,3/8/2024,C0069,P015,2,322,644,ONLINE
1168,5/23/2024,C0012,P024,1,384,384,CARD
1169,5/16/2024,C0056,P008,3,59,177,CASH
1170,7/15/2024,C0047,P024,2,59,118,CARD
1171,4/13/2024,C0079,P001,1,227,227,CARD
1172,7/28/2024,C0057,P006,1,457,457,CASH
1173,10/30/2024,C0035,P011,2,42,84,ONLINE
1174,12/5/2024,C0042,P001,3,212,636,CASH
1175,11/14/2024,C0088,P045,2,431,862,ONLINE
1176,1/14/2024,C0097,P032,2,428,856,CARD
1177,11/25/2024,C0086,P049,3,100,300,ONLINE
1178,5/4/2024,C0064,P041,2,200,400,CASH
1179,11/15/2024,C0045,P026,3,343,1029,CARD
1180,12/11/2024,C0053,P033,2,223,446,CASH
1181,4/19/2024,C0088,P010,2,116,232,ONLINE
1182,5/12/2024,C0002,P047,1,233,233,ONLINE
1183,12/19/2024,C0047,P027,1,422,422,CASH
1184,12/8/2024,C0067,P043,4,472,1888,CASH
1185,7/20/2024,C0067,P021,4,471,1884,ONLINE
1186,11/2/2024,C0062,P015,5,246,1230,ONLINE
1187,9/16/2024,C0097,P036,3,46,138,CASH
1188,10/31/2024,C0046,P016,3,113,339,CARD
1189,5/19/2024,C0006,P012,3,490,1470,CARD
1190,7/12/2024,C0028,P022,5,479,2395,CASH
1191,1/22/2024,C0001,P002,3,315,945,CARD
1192,4/3/2024,C0055,P028,3,260,780,CASH
1193,6/10/2024,C0079,P011,2,299,598,CASH
1194,2/14/2024,C0076,P042,3,215,645,ONLINE
1195,10/30/2024,C0005,P007,1,68,68,CASH
1196,2/24/2024,C0008,P013,1,179,179,ONLINE
1197,1/24/2024,C0006,P041,3,334,1002,ONLINE
1198,2/10/2024,C0030,P024,5,227,1135,CASH
1199,7/13/2024,C0052,P020,2,209,418,CARD
1200,5/13/2024,C0041,P029,1,492,492,CARD
1201,7/22/2024,C0033,P025,2,167,334,ONLINE
1202,1/14/2024,C0081,P021,3,93,279,CASH
1203,10/27/2024,C0020,P036,5,229,1145,CARD
1204,10/9/2024,C0087,P043,3,53,159,CASH
1205,10/12/2024,C0045,P024,1,360,360,CARD
1206,7/13/2024,C0093,P016,5,212,1060,CASH
1207,4/6/2024,C0019,P034,3,97,291,ONLINE
1208,1/8/2024,C0039,P009,2,413,826,CARD
1209,9/28/2024,C0010,P004,1,253,253,CARD
1210,9/1/2024,C0076,P046,4,242,968,CARD
1211,12/20/2024,C0071,P001,5,465,2325,CASH
1212,4/24/2024,C0056,P011,5,81,405,CASH
1213,4/23/2024,C0086,P023,2,72,144,CASH
1214,6/30/2024,C0035,P007,4,157,628,ONLINE
1215,4/10/2024,C0066,P022,1,185,185,CASH
1216,9/16/2024,C0047,P023,4,308,1232,CARD
1217,11/19/2024,C0095,P004,1,155,155,CARD
1218,9/25/2024,C0048,P037,4,107,428,CARD
1219,9/27/2024,C0099,P035,4,383,1532,ONLINE
1220,1/14/2024,C0048,P035,4,409,1636,ONLINE
1221,5/4/2024,C0099,P014,4,62,248,CASH
1222,7/2/2024,C0100,P005,1,276,276,ONLINE
1223,11/10/2024,C0090,P044,5,71,355,CASH
1224,2/27/2024,C0055,P013,4,50,200,CARD
1225,2/14/2024,C0083,P037,2,436,872,CARD
1226,9/27/2024,C0052,P038,3,222,666,CASH
1227,2/24/2024,C0069,P007,5,258,1290,CASH
1228,6/4/2024,C0063,P017,5,369,1845,ONLINE
1229,6/5/2024,C0037,P049,3,313,939,CASH
1230,10/27/2024,C0041,P023,1,28,28,CARD
1231,8/9/2024,C0015,P018,2,447,894,CARD
1232,8/5/2024,C0074,P019,3,398,1194,CASH
1233,12/26/2024,C0069,P035,4,118,472,CASH
1234,11/11/2024,C0058,P044,2,342,684,ONLINE
1235,7/9/2024,C0014,P013,4,465,1860,CASH
1236,7/17/2024,C0072,P009,3,453,1359,CASH
1237,6/21/2024,C0057,P032,3,403,1209,ONLINE
1238,6/3/2024,C0028,P028,2,232,464,CARD
1239,3/11/2024,C0054,P017,4,317,1268,CARD
1240,9/23/2024,C0054,P031,1,356,356,CARD
1241,8/4/2024,C0004,P021,5,128,640,CARD
1242,4/23/2024,C0097,P033,4,360,1440,CASH
1243,10/2/2024,C0061,P047,4,375,1500,CASH
1244,1/11/2024,C0078,P041,5,342,1710,ONLINE
1245,7/18/2024,C0021,P047,1,344,344,ONLINE
1246,8/27/2024,C0001,P008,4,445,1780,CARD
1247,6/8/2024,C0064,P013,1,32,32,ONLINE
1248,5/5/2024,C0033,P032,5,107,535,CARD
1249,1/4/2024,C0093,P019,1,294,294,CARD
1250,8/24/2024,C0020,P022,5,489,2445,CASH
1251,5/30/2024,C0081,P034,1,345,345,CARD
1252,12/4/2024,C0061,P024,2,61,122,CASH
1253,7/30/2024,C0051,P027,5,85,425,CASH
1254,11/10/2024,C0025,P010,1,197,197,CARD
1255,1/4/2024,C0012,P040,5,307,1535,CARD
1256,3/13/2024,C0059,P037,2,380,760,CARD
1257,9/25/2024,C0052,P035,1,354,354,CASH
1258,6/19/2024,C0056,P034,4,473,1892,ONLINE
1259,9/15/2024,C0061,P049,4,43,172,CARD
1260,4/4/2024,C0062,P018,2,449,898,CARD
1261,8/28/2024,C0056,P001,5,81,405,CASH
1262,2/16/2024,C0056,P025,4,49,196,CARD
1263,4/7/2024,C0040,P022,4,97,388,CASH
1264,6/20/2024,C0084,P007,4,273,1092,CASH
1265,10/20/2024,C0079,P015,1,456,456,CASH
1266,6/2/2024,C0084,P031,3,359,1077,CARD
1267,11/2/2024,C0035,P039,5,203,1015,CARD
1268,10/7/2024,C0018,P043,5,437,2185,CASH
1269,2/27/2024,C0066,P017,5,199,995,CASH
1270,11/6/2024,C0037,P050,2,152,304,CARD
1271,3/15/2024,C0057,P018,4,314,1256,CASH
1272,5/15/2024,C0033,P039,1,484,484,CARD
1273,5/9/2024,C0011,P007,3,275,825,CARD
1274,10/29/2024,C0016,P011,2,209,418,CASH
1275,10/10/2024,C0067,P006,5,486,2430,CASH
1276,7/11/2024,C0052,P049,1,229,229,CASH
1277,3/10/2024,C0081,P049,3,149,447,CASH
1278,11/7/2024,C0020,P011,2,316,632,CASH
1279,4/10/2024,C0020,P013,4,413,1652,CASH
1280,8/5/2024,C0052,P016,2,461,922,ONLINE
1281,7/8/2024,C0099,P010,3,475,1425,ONLINE
1282,10/10/2024,C0047,P016,4,250,1000,CARD
1283,2/17/2024,C0001,P036,3,500,1500,CARD
1284,10/17/2024,C0017,P019,2,399,798,CASH
1285,4/20/2024,C0073,P034,4,491,1964,ONLINE
1286,6/6/2024,C0046,P004,2,212,424,CARD
1287,8/9/2024,C0021,P009,2,237,474,CARD
1288,7/27/2024,C0085,P002,2,219,438,CASH
1289,8/6/2024,C0032,P005,2,129,258,ONLINE
1290,1/31/2024,C0060,P045,5,209,1045,CARD
1291,12/30/2024,C0028,P048,2,85,170,CASH
1292,8/13/2024,C0031,P014,5,95,475,CASH
1293,1/13/2024,C0093,P010,5,248,1240,CASH
1294,11/7/2024,C0018,P034,2,310,620,CASH
1295,3/1/2024,C0099,P014,5,56,280,CARD
1296,4/29/2024,C0076,P047,4,189,756,CARD
1297,12/4/2024,C0026,P005,4,348,1392,CASH
1298,5/20/2024,C0065,P039,1,419,419,CASH
1299,12/1/2024,C0048,P033,2,294,588,CASH
1300,7/17/2024,C0070,P039,2,82,164,CASH
1301,3/1/2024,C0061,P008,1,340,340,CASH
1302,11/5/2024,C0084,P007,5,322,1610,CASH
1303,6/26/2024,C0066,P001,1,171,171,ONLINE
1304,1/19/2024,C0005,P049,3,423,1269,CARD
1305,6/26/2024,C0075,P023,4,181,724,ONLINE
1306,10/7/2024,C0026,P015,4,166,664,ONLINE
1307,4/18/2024,C0062,P004,3,62,186,CARD
1308,6/23/2024,C0043,P001,5,224,1120,CASH
1309,11/10/2024,C0088,P007,4,203,812,ONLINE
1310,12/4/2024,C0074,P050,4,326,1304,ONLINE
1311,3/16/2024,C0061,P017,3,467,1401,CASH
1312,11/5/2024,C0081,P037,5,316,1580,CARD
1313,12/7/2024,C0070,P003,4,180,720,CARD
1314,12/15/2024,C0057,P022,3,359,1077,ONLINE
1315,1/3/2024,C0084,P001,1,41,41,CASH
1316,8/1/2024,C0062,P026,2,458,916,ONLINE
1317,8/7/2024,C0029,P027,1,346,346,CARD
1318,11/9/2024,C0080,P034,1,390,390,ONLINE
1319,7/23/2024,C0066,P030,4,33,132,CASH
1320,3/18/2024,C0047,P028,5,467,2335,CASH
1321,6/4/2024,C0068,P007,5,343,1715,CASH
1322,11/17/2024,C0096,P032,5,198,990,CARD
1323,4/15/2024,C0050,P027,4,186,744,CASH
1324,5/3/2024,C0005,P013,1,395,395,CASH
1325,10/4/2024,C0040,P026,3,420,1260,ONLINE
1326,8/19/2024,C0042,P049,4,62,248,CARD
1327,12/26/2024,C0042,P042,5,40,200,CASH
1328,7/15/2024,C0063,P035,3,172,516,CARD
1329,11/20/2024,C0058,P032,2,236,472,ONLINE
1330,4/18/2024,C0067,P006,2,462,924,ONLINE
1331,1/23/2024,C0082,P001,1,494,494,CARD
1332,9/14/2024,C0007,P012,2,265,530,CASH
1333,5/16/2024,C0058,P032,2,173,346,CARD
1334,11/5/2024,C0044,P014,2,236,472,ONLINE
1335,6/21/2024,C0017,P006,3,385,1155,CASH
1336,1/14/2024,C0025,P033,1,403,403,CASH
1337,10/28/2024,C0044,P002,4,498,1992,CARD
1338,5/10/2024,C0054,P013,4,303,1212,CASH
1339,11/16/2024,C0020,P015,4,30,120,CARD
1340,8/26/2024,C0004,P044,4,454,1816,ONLINE
1341,7/25/2024,C0070,P020,3,312,936,CARD
1342,6/3/2024,C0097,P003,4,302,1208,CASH
1343,11/4/2024,C0085,P003,4,298,1192,CASH
1344,1/28/2024,C0017,P031,5,214,1070,CARD
1345,10/22/2024,C0055,P046,5,186,930,CASH
1346,4/10/2024,C0007,P044,1,179,179,CARD
1347,3/9/2024,C0007,P024,4,102,408,ONLINE
1348,9/8/2024,C0082,P040,1,314,314,CASH
1349,10/20/2024,C0019,P001,1,359,359,ONLINE
1350,8/3/2024,C0081,P002,3,107,321,ONLINE
1351,6/1/2024,C0086,P034,4,150,600,CARD
1352,10/16/2024,C0024,P008,5,485,2425,CARD
1353,2/1/2024,C0049,P042,1,495,495,CASH
1354,10/4/2024,C0031,P005,1,376,376,CARD
1355,5/24/2024,C0024,P008,3,297,891,CARD
1356,1/14/2024,C0085,P032,4,326,1304,CASH
1357,6/2/2024,C0094,P049,2,470,940,CARD
1358,11/25/2024,C0012,P004,1,311,311,CASH
1359,4/12/2024,C0019,P035,4,440,1760,CARD
1360,9/22/2024,C0019,P039,3,260,780,ONLINE
1361,4/15/2024,C0097,P015,5,251,1255,ONLINE
1362,12/16/2024,C0071,P016,2,39,78,ONLINE
1363,8/3/2024,C0073,P004,3,372,1116,CARD
1364,6/21/2024,C0043,P014,1,35,35,CASH
1365,12/13/2024,C0083,P001,2,168,336,CARD
1366,4/6/2024,C0024,P019,5,355,1775,ONLINE
1367,1/31/2024,C0055,P017,3,318,954,CARD
1368,11/1/2024,C0038,P026,5,216,1080,CASH
1369,4/5/2024,C0058,P048,3,76,228,ONLINE
1370,11/1/2024,C0067,P034,4,97,388,ONLINE
1371,8/13/2024,C0084,P022,1,274,274,CASH
1372,10/9/2024,C0034,P034,1,95,95,ONLINE
1373,10/31/2024,C0042,P042,2,492,984,CARD
1374,8/31/2024,C0063,P001,4,182,728,ONLINE
1375,10/16/2024,C0077,P007,5,305,1525,CASH
1376,7/5/2024,C0012,P018,1,217,217,ONLINE
1377,5/7/2024,C0001,P007,5,387,1935,CASH
1378,3/23/2024,C0049,P002,5,358,1790,CASH
1379,2/18/2024,C0003,P050,3,425,1275,ONLINE
1380,10/14/2024,C0030,P015,4,477,1908,CARD
1381,6/5/2024,C0007,P026,2,57,114,ONLINE
1382,5/15/2024,C0001,P033,4,488,1952,CASH
1383,10/5/2024,C0019,P038,3,472,1416,CASH
1384,9/22/2024,C0009,P048,5,300,1500,ONLINE
1385,10/6/2024,C0040,P026,1,204,204,CARD
1386,3/10/2024,C0044,P034,2,443,886,ONLINE
1387,5/27/2024,C0052,P010,4,255,1020,ONLINE
1388,5/12/2024,C0012,P005,3,499,1497,ONLINE
1389,1/8/2024,C0062,P003,5,338,1690,ONLINE
1390,2/20/2024,C0046,P043,5,29,145,CARD
1391,11/22/2024,C0065,P016,3,250,750,CARD
1392,8/19/2024,C0008,P017,4,473,1892,CARD
1393,11/24/2024,C0079,P015,1,308,308,CASH
1394,12/29/2024,C0042,P047,4,217,868,CASH
1395,9/30/2024,C0065,P007,1,442,442,CARD
1396,1/1/2024,C0058,P002,4,457,1828,CARD
1397,2/29/2024,C0002,P019,2,91,182,CASH
1398,2/21/2024,C0030,P031,5,77,385,CARD
1399,7/20/2024,C0095,P046,5,84,420,CARD
1400,2/13/2024,C0072,P036,4,48,192,CARD
1401,3/3/2024,C0015,P035,3,470,1410,ONLINE
1402,4/18/2024,C0088,P018,3,81,243,ONLINE
1403,7/8/2024,C0023,P039,4,100,400,ONLINE
1404,12/27/2024,C0011,P037,5,199,995,CASH
1405,4/8/2024,C0026,P035,1,385,385,CASH
1406,1/5/2024,C0092,P046,1,470,470,ONLINE
1407,5/25/2024,C0086,P016,1,165,165,CARD
1408,10/26/2024,C0084,P039,1,435,435,ONLINE
1409,1/4/2024,C0068,P025,3,405,1215,CARD
1410,7/26/2024,C0098,P049,5,372,1860,ONLINE
1411,6/30/2024,C0033,P010,4,432,1728,CARD
1412,7/21/2024,C0098,P046,2,165,330,ONLINE
1413,10/17/2024,C0054,P048,4,415,1660,CASH
1414,9/18/2024,C0057,P007,4,94,376,CARD
1415,7/4/2024,C0062,P044,3,257,771,ONLINE
1416,10/5/2024,C0065,P001,3,188,564,CARD
1417,2/28/2024,C0002,P043,3,275,825,CARD
1418,9/24/2024,C0035,P036,3,282,846,CASH
1419,10/21/2024,C0082,P011,4,278,1112,CASH
1420,10/24/2024,C0065,P016,2,363,726,ONLINE
1421,1/22/2024,C0004,P041,1,310,310,CARD
1422,10/6/2024,C0013,P027,2,147,294,CASH
1423,4/14/2024,C0100,P050,3,285,855,CASH
1424,2/16/2024,C0020,P050,1,37,37,ONLINE
1425,5/24/2024,C0003,P011,3,379,1137,ONLINE
1426,1/24/2024,C0003,P026,5,266,1330,CASH
1427,1/8/2024,C0037,P043,3,497,1491,CASH
1428,3/31/2024,C0079,P003,3,44,132,CASH
1429,3/21/2024,C0049,P046,5,109,545,CARD
1430,8/8/2024,C0021,P005,5,179,895,CASH
1431,6/9/2024,C0084,P024,4,147,588,CARD
1432,7/27/2024,C0085,P027,2,312,624,CARD
1433,3/9/2024,C0012,P005,3,429,1287,ONLINE
1434,12/24/2024,C0003,P002,1,74,74,CARD
1435,8/8/2024,C0071,P014,1,96,96,CARD
1436,3/5/2024,C0094,P018,4,25,100,CASH
1437,9/25/2024,C0025,P046,2,406,812,ONLINE
1438,8/17/2024,C0053,P031,2,493,986,CASH
1439,11/14/2024,C0019,P050,1,179,179,CASH
1440,8/19/2024,C0038,P044,3,484,1452,CARD
1441,8/21/2024,C0077,P017,3,209,627,CARD
1442,2/2/2024,C0023,P004,5,432,2160,CARD
1443,9/27/2024,C0004,P030,1,222,222,CARD
1444,11/18/2024,C0004,P003,5,404,2020,CASH
1445,3/24/2024,C0039,P029,3,424,1272,CARD
1446,8/15/2024,C0023,P047,3,266,798,CASH
1447,6/25/2024,C0040,P025,4,432,1728,ONLINE
1448,4/10/2024,C0030,P030,4,284,1136,CASH
1449,10/28/2024,C0043,P027,4,350,1400,CARD
1450,6/21/2024,C0018,P022,2,366,732,ONLINE
1451,12/30/2024,C0007,P050,4,182,728,ONLINE
1452,4/14/2024,C0089,P047,5,81,405,CASH
1453,1/29/2024,C0067,P028,1,286,286,ONLINE
1454,6/18/2024,C0047,P032,4,231,924,CASH
1455,10/6/2024,C0071,P048,4,401,1604,ONLINE
1456,9/14/2024,C0004,P050,2,374,748,ONLINE
1457,7/25/2024,C0004,P032,2,220,440,CASH
1458,3/16/2024,C0097,P035,2,65,130,CASH
1459,8/12/2024,C0077,P013,2,264,528,CASH
1460,9/17/2024,C0073,P044,4,241,964,ONLINE
1461,10/8/2024,C0032,P012,5,171,855,ONLINE
1462,12/30/2024,C0043,P001,1,414,414,CASH
1463,5/1/2024,C0044,P048,3,134,402,ONLINE
1464,2/3/2024,C0065,P020,2,261,522,CASH
1465,6/7/2024,C0035,P033,4,461,1844,CARD
1466,11/2/2024,C0001,P034,5,495,2475,ONLINE
1467,8/24/2024,C0029,P015,2,164,328,ONLINE
1468,8/14/2024,C0024,P050,1,377,377,CARD
1469,7/6/2024,C0054,P026,3,451,1353,CARD
1470,2/1/2024,C0060,P043,3,267,801,CARD
1471,2/12/2024,C0086,P047,5,122,610,CASH
1472,1/10/2024,C0082,P036,5,128,640,CARD
1473,5/11/2024,C0089,P033,2,151,302,CASH
1474,7/30/2024,C0090,P018,5,446,2230,CARD
1475,12/7/2024,C0001,P017,1,214,214,CARD
1476,8/17/2024,C0086,P018,2,474,948,CASH
1477,4/21/2024,C0060,P014,5,370,1850,ONLINE
1478,8/16/2024,C0035,P017,2,307,614,CARD
1479,9/19/2024,C0003,P030,4,233,932,CASH
1480,9/15/2024,C0059,P006,2,451,902,CASH
1481,4/17/2024,C0097,P043,3,40,120,CASH
1482,6/7/2024,C0015,P029,5,356,1780,ONLINE
1483,4/27/2024,C0062,P018,1,399,399,CASH
1484,7/31/2024,C0027,P005,4,431,1724,CASH
1485,3/13/2024,C0028,P048,3,434,1302,CASH
1486,3/1/2024,C0001,P041,1,84,84,ONLINE
1487,9/16/2024,C0064,P008,4,154,616,ONLINE
1488,1/14/2024,C0097,P017,1,310,310,ONLINE
1489,10/7/2024,C0070,P044,3,384,1152,CASH
1490,11/5/2024,C0052,P036,1,306,306,CARD
1491,2/8/2024,C0077,P042,2,256,512,CASH
1492,6/30/2024,C0082,P047,5,374,1870,CASH
1493,11/30/2024,C0012,P018,1,102,102,CASH
1494,10/29/2024,C0063,P036,3,452,1356,CARD
1495,7/23/2024,C0088,P018,2,269,538,CASH
1496,10/28/2024,C0069,P040,2,318,636,CASH
1497,12/17/2024,C0068,P016,5,185,925,ONLINE
1498,3/4/2024,C0023,P034,5,311,1555,ONLINE
1499,10/27/2024,C0043,P001,1,84,84,ONLINE
1500,4/7/2024,C0058,P018,4,377,1508,CASH
1501,8/10/2024,C0069,P029,4,321,1284,CARD
1502,9/19/2024,C0030,P001,1,255,255,ONLINE
1503,2/29/2024,C0094,P030,3,226,678,CARD
1504,2/17/2024,C0068,P001,2,440,880,CARD
1505,12/19/2024,C0063,P034,1,22,22,CARD
1506,5/26/2024,C0038,P024,3,497,1491,ONLINE
1507,10/9/2024,C0084,P009,4,241,964,ONLINE
1508,1/24/2024,C0010,P022,3,395,1185,ONLINE
1509,9/9/2024,C0089,P049,1,492,492,CARD
1510,12/25/2024,C0093,P024,3,286,858,ONLINE
1511,7/1/2024,C0014,P041,5,189,945,ONLINE
1512,12/17/2024,C0025,P034,1,473,473,CASH
1513,3/4/2024,C0010,P007,5,479,2395,CARD
1514,7/20/2024,C0024,P037,2,362,724,CASH
1515,4/3/2024,C0014,P044,3,302,906,CARD
1516,7/19/2024,C0062,P050,1,395,395,CASH
1517,10/11/2024,C0039,P023,3,57,171,CARD
1518,2/24/2024,C0097,P002,1,274,274,CASH
1519,11/2/2024,C0094,P048,3,372,1116,CARD
1520,8/15/2024,C0066,P045,5,323,1615,CASH
1521,8/11/2024,C0017,P019,1,51,51,CARD
1522,5/1/2024,C0076,P009,3,475,1425,CARD
1523,5/1/2024,C0054,P004,5,299,1495,CARD
1524,10/12/2024,C0058,P005,2,384,768,CASH
1525,11/18/2024,C0053,P049,4,489,1956,CARD
1526,3/13/2024,C0012,P048,5,214,1070,CASH
1527,11/19/2024,C0095,P006,4,237,948,ONLINE
1528,11/17/2024,C0001,P023,5,70,350,ONLINE
1529,5/22/2024,C0034,P018,2,410,820,ONLINE
1530,4/23/2024,C0086,P033,1,314,314,CARD
1531,7/21/2024,C0007,P018,5,318,1590,ONLINE
1532,12/22/2024,C0046,P030,3,242,726,ONLINE
1533,12/1/2024,C0056,P042,1,157,157,CARD
1534,8/13/2024,C0091,P013,1,373,373,CASH
1535,8/28/2024,C0057,P023,2,94,188,ONLINE
1536,7/24/2024,C0009,P041,2,92,184,CARD
1537,9/26/2024,C0092,P009,3,125,375,ONLINE
1538,5/26/2024,C0064,P033,3,179,537,ONLINE
1539,1/13/2024,C0005,P045,3,219,657,CASH
1540,4/6/2024,C0001,P001,3,344,1032,CASH
1541,1/13/2024,C0041,P031,3,354,1062,CARD
1542,3/2/2024,C0067,P028,4,119,476,CASH
1543,5/7/2024,C0066,P010,2,225,450,CARD
1544,10/13/2024,C0099,P019,5,347,1735,CASH
1545,4/18/2024,C0009,P010,3,256,768,CARD
1546,1/28/2024,C0065,P006,1,449,449,CARD
1547,1/6/2024,C0044,P018,5,81,405,CARD
1548,5/13/2024,C0060,P049,1,445,445,ONLINE
1549,4/30/2024,C0032,P048,1,356,356,CASH
1550,5/3/2024,C0046,P020,1,39,39,ONLINE
1551,8/26/2024,C0069,P044,4,247,988,CARD
1552,10/20/2024,C0023,P011,2,156,312,CARD
1553,5/20/2024,C0093,P024,3,142,426,CASH
1554,7/15/2024,C0046,P006,1,368,368,CASH
1555,11/12/2024,C0037,P012,5,194,970,CARD
1556,7/27/2024,C0099,P009,4,29,116,CASH
1557,4/25/2024,C0026,P016,5,189,945,ONLINE
1558,10/7/2024,C0044,P007,2,137,274,ONLINE
1559,4/30/2024,C0098,P012,1,32,32,CASH
1560,8/7/2024,C0068,P041,3,51,153,CARD
1561,5/29/2024,C0032,P033,5,425,2125,CARD
1562,2/4/2024,C0075,P027,5,401,2005,CARD
1563,1/15/2024,C0036,P024,4,62,248,CARD
1564,12/26/2024,C0059,P025,2,421,842,CASH
1565,5/13/2024,C0022,P047,2,421,842,ONLINE
1566,8/17/2024,C0064,P036,4,264,1056,CARD
1567,7/26/2024,C0077,P028,3,28,84,CARD
1568,7/14/2024,C0083,P029,4,351,1404,CASH
1569,8/11/2024,C0077,P014,4,320,1280,CARD
1570,6/3/2024,C0064,P017,1,198,198,CARD
1571,4/18/2024,C0046,P016,5,387,1935,ONLINE
1572,11/19/2024,C0052,P044,5,434,2170,CASH
1573,7/27/2024,C0021,P042,2,358,716,CARD
1574,5/10/2024,C0063,P027,2,255,510,CARD
1575,11/14/2024,C0088,P042,2,303,606,ONLINE
1576,6/14/2024,C0013,P038,5,87,435,CASH
1577,11/5/2024,C0079,P020,3,163,489,CARD
1578,3/5/2024,C0079,P014,3,444,1332,CASH
1579,7/3/2024,C0075,P042,3,283,849,ONLINE
1580,8/4/2024,C0086,P010,3,386,1158,CARD
1581,11/29/2024,C0033,P033,4,387,1548,CARD
1582,11/18/2024,C0051,P011,1,234,234,CARD
1583,2/6/2024,C0041,P041,4,141,564,CARD
1584,2/6/2024,C0011,P038,5,380,1900,CARD
1585,4/29/2024,C0039,P036,3,372,1116,CARD
1586,5/3/2024,C0020,P047,2,92,184,CASH
1587,8/9/2024,C0072,P036,2,399,798,CARD
1588,11/21/2024,C0075,P036,5,338,1690,CARD
1589,12/19/2024,C0004,P016,4,370,1480,ONLINE
1590,1/31/2024,C0073,P043,4,470,1880,CARD
1591,8/30/2024,C0060,P043,4,70,280,ONLINE
1592,10/8/2024,C0027,P009,4,435,1740,CARD
1593,8/2/2024,C0022,P019,3,155,465,CASH
1594,4/21/2024,C0077,P020,3,131,393,CASH
1595,8/13/2024,C0010,P032,2,272,544,ONLINE
1596,1/11/2024,C0098,P016,1,162,162,CASH
1597,1/24/2024,C0074,P040,3,100,300,ONLINE
1598,12/4/2024,C0020,P032,4,180,720,ONLINE
1599,8/12/2024,C0087,P023,3,437,1311,ONLINE
1600,10/17/2024,C0094,P006,1,299,299,ONLINE
1601,6/5/2024,C0087,P008,2,419,838,ONLINE
1602,6/9/2024,C0042,P045,2,496,992,CARD
1603,5/26/2024,C0081,P045,1,314,314,CARD
1604,4/18/2024,C0012,P031,4,173,692,CARD
1605,6/16/2024,C0018,P050,4,280,1120,CASH
1606,10/31/2024,C0028,P016,1,223,223,CASH
1607,5/28/2024,C0027,P023,3,353,1059,CASH
1608,2/9/2024,C0077,P045,4,425,1700,CASH
1609,7/19/2024,C0056,P021,3,305,915,CASH
1610,6/28/2024,C0089,P001,4,196,784,CARD
1611,7/16/2024,C0031,P018,3,87,261,CASH
1612,5/29/2024,C0025,P047,1,484,484,CARD
1613,9/9/2024,C0040,P020,2,274,548,CASH
1614,12/22/2024,C0034,P021,4,125,500,CASH
1615,11/3/2024,C0054,P017,3,120,360,CASH
1616,12/14/2024,C0066,P003,4,273,1092,CASH
1617,2/16/2024,C0085,P035,5,345,1725,CARD
1618,9/17/2024,C0024,P006,1,124,124,ONLINE
1619,6/2/2024,C0095,P034,3,125,375,CARD
1620,3/16/2024,C0002,P049,5,300,1500,ONLINE
1621,9/30/2024,C0032,P047,1,289,289,CARD
1622,5/23/2024,C0036,P017,5,396,1980,CASH
1623,10/14/2024,C0006,P019,1,136,136,ONLINE
1624,7/16/2024,C0039,P050,5,332,1660,CARD
1625,4/18/2024,C0044,P031,3,392,1176,ONLINE
1626,10/5/2024,C0049,P028,4,188,752,CARD
1627,1/8/2024,C0057,P025,5,314,1570,ONLINE
1628,5/3/2024,C0080,P022,5,26,130,CARD
1629,4/22/2024,C0030,P028,3,159,477,CASH
1630,7/5/2024,C0009,P005,3,23,69,CARD
1631,4/22/2024,C0052,P036,1,59,59,CASH
1632,12/2/2024,C0012,P027,3,332,996,ONLINE
1633,4/8/2024,C0075,P024,2,169,338,ONLINE
1634,5/10/2024,C0085,P012,4,396,1584,CASH
1635,9/26/2024,C0086,P032,1,322,322,CASH
1636,10/3/2024,C0079,P002,2,121,242,CARD
1637,4/20/2024,C0098,P033,4,45,180,CASH
1638,5/2/2024,C0075,P040,1,249,249,ONLINE
1639,12/10/2024,C0088,P050,4,226,904,CARD
1640,12/30/2024,C0092,P007,3,106,318,ONLINE
1641,8/15/2024,C0035,P023,4,401,1604,ONLINE
1642,12/10/2024,C0021,P024,2,256,512,CARD
1643,9/13/2024,C0019,P037,4,127,508,CASH
1644,12/4/2024,C0023,P010,3,259,777,ONLINE
1645,11/13/2024,C0027,P034,1,131,131,ONLINE
1646,2/28/2024,C0032,P015,3,74,222,ONLINE
1647,8/18/2024,C0050,P004,5,227,1135,CASH
1648,10/4/2024,C0040,P033,5,91,455,CARD
1649,11/15/2024,C0056,P025,5,284,1420,CASH
1650,4/20/2024,C0033,P004,3,208,624,CASH
1651,5/10/2024,C0047,P037,4,434,1736,ONLINE
1652,10/24/2024,C0067,P018,4,338,1352,CASH
1653,1/18/2024,C0093,P041,3,63,189,ONLINE
1654,8/5/2024,C0097,P027,2,234,468,CASH
1655,6/22/2024,C0077,P001,1,489,489,CASH
1656,7/13/2024,C0067,P050,5,268,1340,CARD
1657,5/5/2024,C0020,P027,2,473,946,CARD
1658,11/20/2024,C0061,P036,1,433,433,CASH
1659,1/2/2024,C0090,P004,2,211,422,CARD
1660,3/14/2024,C0021,P021,2,135,270,CASH
1661,6/11/2024,C0044,P012,2,404,808,ONLINE
1662,3/21/2024,C0054,P048,2,217,434,CARD
1663,4/14/2024,C0086,P007,4,206,824,CASH
1664,2/2/2024,C0099,P004,2,209,418,CASH
1665,7/2/2024,C0025,P047,1,209,209,CASH
1666,9/25/2024,C0054,P007,1,248,248,CASH
